Industries,State,YEARS,SCORE,INSPECTION DATE
Retail Trade,Marlborough,2004,69,9/6/2016
Retail Trade,Marlborough,2005,74,9/8/2016
Retail Trade,Marlborough,2006,76,11/13/2019
Retail Trade,Marlborough,2007,83,9/20/2018
Retail Trade,Marlborough,2008,87,4/30/2019
Retail Trade,Marlborough,2009,89,11/26/2019
Retail Trade,Marlborough,2010,90,8/14/2017
Retail Trade,Marlborough,2011,88,5/25/2018
Retail Trade,Marlborough,2012,94,12/12/2017
Retail Trade,Marlborough,2013,96,12/6/2018
Retail Trade,Marlborough,2014,109,6/23/2016
Retail Trade,Marlborough,2015,110,10/20/2017
Retail Trade,Marlborough,2016,112,6/13/2019
Retail Trade,Marlborough,2017,121,4/8/2019
Accommodation,Marlborough,2000,8,9/6/2017
Accommodation,Marlborough,2001,9,9/6/2019
Accommodation,Marlborough,2002,10,7/25/2018
Accommodation,Marlborough,2003,10,2/9/2018
Accommodation,Marlborough,2004,12,4/10/2017
Accommodation,Marlborough,2005,15,5/17/2017
Accommodation,Marlborough,2006,13,5/17/2018
Accommodation,Marlborough,2007,22,11/16/2017
Accommodation,Marlborough,2008,22,10/24/2017
Accommodation,Marlborough,2009,20,1/23/2018
Accommodation,Marlborough,2010,24,7/5/2018
Accommodation,Marlborough,2011,21,2/1/2018
Accommodation,Marlborough,2012,15,2/15/2018
Accommodation,Marlborough,2013,16,9/6/2017
Accommodation,Marlborough,2014,17,3/10/2018
Accommodation,Marlborough,2015,20,8/27/2019
Accommodation,Marlborough,2016,23,5/25/2019
Accommodation,Marlborough,2017,26,10/16/2018
Food and beverage services,Marlborough,2000,15,4/17/2017
Food and beverage services,Marlborough,2001,17,12/14/2017
Food and beverage services,Marlborough,2002,19,4/4/2019
Food and beverage services,Marlborough,2003,20,3/7/2019
Food and beverage services,Marlborough,2004,23,8/28/2018
Food and beverage services,Marlborough,2005,27,8/29/2017
Food and beverage services,Marlborough,2006,25,2/20/2018
Food and beverage services,Marlborough,2007,24,10/19/2016
Food and beverage services,Marlborough,2008,25,10/1/2018
Food and beverage services,Marlborough,2009,24,1/9/2018
Food and beverage services,Marlborough,2010,29,12/16/2019
Food and beverage services,Marlborough,2011,26,3/26/2018
Food and beverage services,Marlborough,2012,26,10/15/2019
Food and beverage services,Marlborough,2013,29,6/28/2017
Food and beverage services,Marlborough,2014,27,10/2/2019
Food and beverage services,Marlborough,2015,26,9/14/2018
Food and beverage services,Marlborough,2016,31,1/20/2017
Food and beverage services,Marlborough,2017,37,9/7/2019
"Transport, Postal and Warehousing",Marlborough,2000,49,2/27/2019
"Transport, Postal and Warehousing",Marlborough,2001,54,6/7/2019
"Transport, Postal and Warehousing",Marlborough,2002,59,10/3/2019
"Transport, Postal and Warehousing",Marlborough,2003,65,12/17/2019
"Transport, Postal and Warehousing",Marlborough,2004,71,9/11/2019
"Transport, Postal and Warehousing",Marlborough,2005,76,11/1/2018
"Transport, Postal and Warehousing",Marlborough,2006,77,3/7/2019
"Transport, Postal and Warehousing",Marlborough,2007,75,8/18/2016
"Transport, Postal and Warehousing",Marlborough,2008,81,8/21/2017
"Transport, Postal and Warehousing",Marlborough,2009,80,2/21/2017
"Transport, Postal and Warehousing",Marlborough,2010,85,10/25/2018
"Transport, Postal and Warehousing",Marlborough,2011,90,1/11/2017
"Transport, Postal and Warehousing",Marlborough,2012,92,5/16/2019
"Transport, Postal and Warehousing",Marlborough,2013,89,12/28/2019
"Transport, Postal and Warehousing",Marlborough,2014,93,4/4/2017
"Transport, Postal and Warehousing",Marlborough,2015,107,5/1/2018
"Transport, Postal and Warehousing",Marlborough,2016,106,8/31/2017
"Transport, Postal and Warehousing",Marlborough,2017,111,9/6/2018
"Information Media, Telecommunications and Other Services",Marlborough,2000,32,3/6/2019
"Information Media, Telecommunications and Other Services",Marlborough,2001,32,1/3/2019
"Information Media, Telecommunications and Other Services",Marlborough,2002,37,8/10/2017
"Information Media, Telecommunications and Other Services",Marlborough,2003,42,5/11/2018
"Information Media, Telecommunications and Other Services",Marlborough,2004,47,6/5/2019
"Information Media, Telecommunications and Other Services",Marlborough,2005,49,4/16/2018
"Information Media, Telecommunications and Other Services",Marlborough,2006,49,3/28/2019
"Information Media, Telecommunications and Other Services",Marlborough,2007,54,9/4/2019
"Information Media, Telecommunications and Other Services",Marlborough,2008,60,4/10/2019
"Information Media, Telecommunications and Other Services",Marlborough,2009,56,2/21/2018
"Information Media, Telecommunications and Other Services",Marlborough,2010,56,9/27/2018
"Information Media, Telecommunications and Other Services",Marlborough,2011,58,11/26/2019
"Information Media, Telecommunications and Other Services",Marlborough,2012,61,4/6/2017
"Information Media, Telecommunications and Other Services",Marlborough,2013,64,6/28/2017
"Information Media, Telecommunications and Other Services",Marlborough,2014,67,11/27/2019
"Information Media, Telecommunications and Other Services",Marlborough,2015,70,10/27/2018
"Information Media, Telecommunications and Other Services",Marlborough,2016,72,11/14/2019
"Information Media, Telecommunications and Other Services",Marlborough,2017,79,9/21/2017
Financial and Insurance Services,Marlborough,2000,18,6/14/2017
Financial and Insurance Services,Marlborough,2001,16,11/13/2019
Financial and Insurance Services,Marlborough,2002,19,4/18/2018
Financial and Insurance Services,Marlborough,2003,23,9/17/2019
Financial and Insurance Services,Marlborough,2004,27,5/4/2018
Financial and Insurance Services,Marlborough,2005,32,12/12/2017
Financial and Insurance Services,Marlborough,2006,33,10/15/2019
Financial and Insurance Services,Marlborough,2007,26,11/8/2017
Financial and Insurance Services,Marlborough,2008,31,9/17/2016
Financial and Insurance Services,Marlborough,2009,40,5/10/2018
Financial and Insurance Services,Marlborough,2010,60,1/25/2017
Financial and Insurance Services,Marlborough,2011,46,3/1/2018
Financial and Insurance Services,Marlborough,2012,45,10/16/2017
Financial and Insurance Services,Marlborough,2013,50,5/22/2018
Financial and Insurance Services,Marlborough,2014,35,11/25/2016
Financial and Insurance Services,Marlborough,2015,34,4/10/2018
Financial and Insurance Services,Marlborough,2016,37,10/15/2018
Financial and Insurance Services,Marlborough,2017,56,9/29/2017
"Rental, Hiring and Real Estate Services",Marlborough,2000,60,1/8/2019
"Rental, Hiring and Real Estate Services",Marlborough,2001,74,3/12/2019
"Rental, Hiring and Real Estate Services",Marlborough,2002,81,6/6/2018
"Rental, Hiring and Real Estate Services",Marlborough,2003,70,8/19/2016
"Rental, Hiring and Real Estate Services",Marlborough,2004,87,2/21/2018
"Rental, Hiring and Real Estate Services",Marlborough,2005,93,11/4/2019
"Rental, Hiring and Real Estate Services",Marlborough,2006,106,11/18/2019
"Rental, Hiring and Real Estate Services",Marlborough,2007,114,4/25/2018
"Rental, Hiring and Real Estate Services",Marlborough,2008,129,4/12/2017
"Rental, Hiring and Real Estate Services",Marlborough,2009,133,9/24/2018
"Rental, Hiring and Real Estate Services",Marlborough,2010,152,2/21/2019
"Rental, Hiring and Real Estate Services",Marlborough,2011,153,12/3/2019
"Rental, Hiring and Real Estate Services",Marlborough,2012,167,5/17/2019
"Rental, Hiring and Real Estate Services",Marlborough,2013,169,4/19/2019
"Rental, Hiring and Real Estate Services",Marlborough,2014,180,2/2/2018
"Rental, Hiring and Real Estate Services",Marlborough,2015,182,12/10/2018
"Rental, Hiring and Real Estate Services",Marlborough,2016,186,1/17/2018
"Rental, Hiring and Real Estate Services",Marlborough,2017,188,7/5/2018
Owner-Occupied Property Operation,Marlborough,2000,88,5/7/2019
Owner-Occupied Property Operation,Marlborough,2001,89,6/19/2018
Owner-Occupied Property Operation,Marlborough,2002,91,1/20/2018
Owner-Occupied Property Operation,Marlborough,2003,98,11/25/2019
Owner-Occupied Property Operation,Marlborough,2004,109,9/6/2019
Owner-Occupied Property Operation,Marlborough,2005,125,4/26/2017
Owner-Occupied Property Operation,Marlborough,2006,139,5/10/2018
Owner-Occupied Property Operation,Marlborough,2007,149,12/15/2016
Owner-Occupied Property Operation,Marlborough,2008,159,5/30/2019
Owner-Occupied Property Operation,Marlborough,2009,168,12/17/2018
Owner-Occupied Property Operation,Marlborough,2010,153,5/2/2019
Owner-Occupied Property Operation,Marlborough,2011,160,3/13/2019
Owner-Occupied Property Operation,Marlborough,2012,165,8/6/2019
Owner-Occupied Property Operation,Marlborough,2013,170,12/31/2018
Owner-Occupied Property Operation,Marlborough,2014,175,10/30/2018
Owner-Occupied Property Operation,Marlborough,2015,178,9/20/2019
Owner-Occupied Property Operation,Marlborough,2016,183,9/27/2017
Owner-Occupied Property Operation,Marlborough,2017,191,11/9/2016
"Professional, Scientific, and Technical Services",Marlborough,2000,20,11/25/2019
"Professional, Scientific, and Technical Services",Marlborough,2001,22,9/6/2017
"Professional, Scientific, and Technical Services",Marlborough,2002,25,1/17/2018
"Professional, Scientific, and Technical Services",Marlborough,2003,27,10/16/2019
"Professional, Scientific, and Technical Services",Marlborough,2004,30,12/17/2018
"Professional, Scientific, and Technical Services",Marlborough,2005,35,12/27/2018
"Professional, Scientific, and Technical Services",Marlborough,2006,39,9/25/2019
"Professional, Scientific, and Technical Services",Marlborough,2007,48,10/15/2018
"Professional, Scientific, and Technical Services",Marlborough,2008,54,4/27/2017
"Professional, Scientific, and Technical Services",Marlborough,2009,59,7/23/2019
"Professional, Scientific, and Technical Services",Marlborough,2010,61,5/1/2019
"Professional, Scientific, and Technical Services",Marlborough,2011,60,12/11/2017
"Professional, Scientific, and Technical Services",Marlborough,2012,61,2/15/2018
"Professional, Scientific, and Technical Services",Marlborough,2013,63,3/13/2018
"Professional, Scientific, and Technical Services",Marlborough,2014,68,4/11/2019
"Professional, Scientific, and Technical Services",Marlborough,2015,71,6/7/2019
"Professional, Scientific, and Technical Services",Marlborough,2016,74,7/23/2019
"Professional, Scientific, and Technical Services",Marlborough,2017,80,11/8/2018
Administrative and Support Services,Marlborough,2000,9,11/1/2016
Administrative and Support Services,Marlborough,2001,7,9/12/2017
Administrative and Support Services,Marlborough,2002,10,10/11/2017
Administrative and Support Services,Marlborough,2003,10,3/8/2019
Administrative and Support Services,Marlborough,2004,11,12/10/2019
Administrative and Support Services,Marlborough,2005,11,8/22/2019
Administrative and Support Services,Marlborough,2006,13,2/2/2018
Administrative and Support Services,Marlborough,2007,17,5/16/2017
Administrative and Support Services,Marlborough,2008,19,11/5/2018
Administrative and Support Services,Marlborough,2009,21,3/12/2019
Administrative and Support Services,Marlborough,2010,20,6/20/2019
Administrative and Support Services,Marlborough,2011,27,10/28/2019
Administrative and Support Services,Marlborough,2012,26,5/10/2018
Administrative and Support Services,Marlborough,2013,29,4/9/2019
Administrative and Support Services,Marlborough,2014,27,3/13/2019
Administrative and Support Services,Marlborough,2015,47,6/29/2017
Administrative and Support Services,Marlborough,2016,48,2/5/2019
Administrative and Support Services,Marlborough,2017,51,10/29/2019
Public Administration and Safety,Marlborough,2000,47,4/17/2019
Public Administration and Safety,Marlborough,2001,49,4/20/2018
Public Administration and Safety,Marlborough,2002,51,4/15/2016
Public Administration and Safety,Marlborough,2003,51,8/6/2019
Public Administration and Safety,Marlborough,2004,50,11/12/2019
Public Administration and Safety,Marlborough,2005,50,2/13/2019
Public Administration and Safety,Marlborough,2006,51,3/17/2017
Public Administration and Safety,Marlborough,2007,59,5/22/2019
Public Administration and Safety,Marlborough,2008,79,5/1/2019
Public Administration and Safety,Marlborough,2009,83,9/26/2019
Public Administration and Safety,Marlborough,2010,82,7/22/2019
Public Administration and Safety,Marlborough,2011,81,7/22/2016
Public Administration and Safety,Marlborough,2012,77,8/9/2018
Public Administration and Safety,Marlborough,2013,78,11/7/2016
Public Administration and Safety,Marlborough,2014,82,11/16/2016
Public Administration and Safety,Marlborough,2015,95,4/6/2017
Public Administration and Safety,Marlborough,2016,100,6/20/2018
Public Administration and Safety,Marlborough,2017,90,4/10/2019
Education and Training,Marlborough,2000,32,8/6/2018
Education and Training,Marlborough,2001,33,1/15/2019
Education and Training,Marlborough,2002,32,3/7/2018
Education and Training,Marlborough,2003,33,11/1/2017
Education and Training,Marlborough,2004,36,1/23/2019
Education and Training,Marlborough,2005,40,12/11/2019
Education and Training,Marlborough,2006,41,4/10/2017
Education and Training,Marlborough,2007,41,10/27/2016
Education and Training,Marlborough,2008,44,12/30/2019
Education and Training,Marlborough,2009,50,8/1/2019
Education and Training,Marlborough,2010,49,11/20/2019
Education and Training,Marlborough,2011,50,4/18/2018
Education and Training,Marlborough,2012,51,1/29/2019
Education and Training,Marlborough,2013,54,12/18/2018
Education and Training,Marlborough,2014,60,9/4/2019
Education and Training,Marlborough,2015,61,1/11/2017
Education and Training,Marlborough,2016,66,11/8/2018
Education and Training,Marlborough,2017,64,12/15/2018
Health Care and Social Assistance,Marlborough,2000,41,4/5/2018
Health Care and Social Assistance,Marlborough,2001,42,2/20/2019
Health Care and Social Assistance,Marlborough,2002,41,12/27/2018
Health Care and Social Assistance,Marlborough,2003,50,7/18/2019
Health Care and Social Assistance,Marlborough,2004,51,4/20/2019
Health Care and Social Assistance,Marlborough,2005,55,6/18/2018
Health Care and Social Assistance,Marlborough,2006,63,4/11/2019
Health Care and Social Assistance,Marlborough,2007,75,8/21/2019
Health Care and Social Assistance,Marlborough,2008,87,10/11/2018
Health Care and Social Assistance,Marlborough,2009,89,8/22/2017
Health Care and Social Assistance,Marlborough,2010,101,3/23/2017
Health Care and Social Assistance,Marlborough,2011,102,5/15/2019
Health Care and Social Assistance,Marlborough,2012,95,2/23/2018
Health Care and Social Assistance,Marlborough,2013,98,10/19/2016
Health Care and Social Assistance,Marlborough,2014,99,6/18/2018
Health Care and Social Assistance,Marlborough,2015,95,12/16/2019
Health Care and Social Assistance,Marlborough,2016,121,11/18/2019
Health Care and Social Assistance,Marlborough,2017,129,3/30/2018
Total All Industries,Marlborough,2000,935,11/28/2017
Total All Industries,Marlborough,2001,1025,7/25/2019
Total All Industries,Marlborough,2002,1135,10/31/2019
Total All Industries,Marlborough,2003,1160,8/9/2018
Total All Industries,Marlborough,2004,1276,9/21/2018
Total All Industries,Marlborough,2005,1351,11/2/2016
Total All Industries,Marlborough,2006,1429,3/21/2019
Total All Industries,Marlborough,2007,1575,11/15/2017
Total All Industries,Marlborough,2008,1778,10/11/2018
Total All Industries,Marlborough,2009,1844,3/7/2019
Total All Industries,Marlborough,2010,1786,6/21/2019
Total All Industries,Marlborough,2011,1809,12/5/2018
Total All Industries,Marlborough,2012,1914,1/24/2017
Total All Industries,Marlborough,2013,1999,2/7/2017
Total All Industries,Marlborough,2014,2226,12/17/2018
Total All Industries,Marlborough,2015,2332,1/17/2017
Total All Industries,Marlborough,2016,2427,9/21/2017
Total All Industries,Marlborough,2017,2582,7/15/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2000,70,12/24/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2001,75,4/12/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2002,83,7/3/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2003,88,6/24/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2004,98,12/19/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2005,105,6/12/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2006,112,5/23/2017
"GST on Production, Import Duties and Other Taxes",Marlborough,2007,131,8/8/2016
"GST on Production, Import Duties and Other Taxes",Marlborough,2008,146,2/28/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2009,148,12/10/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2010,141,1/9/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2011,154,5/25/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2012,175,5/23/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2013,186,11/16/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2014,201,7/12/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2015,213,11/19/2018
"GST on Production, Import Duties and Other Taxes",Marlborough,2016,225,7/8/2019
"GST on Production, Import Duties and Other Taxes",Marlborough,2017,246,6/6/2017
Gross Domestic Product,Marlborough,2000,1005,7/2/2019
Gross Domestic Product,Marlborough,2001,1100,10/28/2019
Gross Domestic Product,Marlborough,2002,1218,10/31/2016
Gross Domestic Product,Marlborough,2003,1249,3/19/2019
Gross Domestic Product,Marlborough,2004,1374,12/6/2018
Gross Domestic Product,Marlborough,2005,1455,5/22/2018
Gross Domestic Product,Marlborough,2006,1541,1/12/2017
Gross Domestic Product,Marlborough,2007,1706,12/13/2017
Gross Domestic Product,Marlborough,2008,1924,9/19/2019
Gross Domestic Product,Marlborough,2009,1992,1/9/2019
Gross Domestic Product,Marlborough,2010,1928,10/17/2019
Gross Domestic Product,Marlborough,2011,1963,12/21/2017
Gross Domestic Product,Marlborough,2012,2090,7/26/2019
Gross Domestic Product,Marlborough,2013,2184,2/14/2019
Gross Domestic Product,Marlborough,2014,2427,8/1/2018
Gross Domestic Product,Marlborough,2015,2545,4/4/2016
Gross Domestic Product,Marlborough,2016,2652,3/7/2017
Gross Domestic Product,Marlborough,2017,2827,8/7/2017
Gross Domestic Product,Marlborough,2018,3020,8/21/2019
Agriculture,Tasman/Nelson,2000,105,5/14/2019
Agriculture,Tasman/Nelson,2001,144,10/1/2019
Agriculture,Tasman/Nelson,2002,167,2/2/2017
Agriculture,Tasman/Nelson,2003,146,1/22/2018
Agriculture,Tasman/Nelson,2004,200,4/8/2019
Agriculture,Tasman/Nelson,2005,187,1/24/2019
Agriculture,Tasman/Nelson,2006,183,4/19/2018
Agriculture,Tasman/Nelson,2007,186,12/4/2019
Agriculture,Tasman/Nelson,2008,202,10/23/2018
Agriculture,Tasman/Nelson,2009,173,4/17/2019
Agriculture,Tasman/Nelson,2010,183,9/13/2019
Agriculture,Tasman/Nelson,2011,192,8/24/2016
Agriculture,Tasman/Nelson,2012,195,5/31/2018
Agriculture,Tasman/Nelson,2013,186,9/19/2019
Agriculture,Tasman/Nelson,2014,271,11/15/2019
Agriculture,Tasman/Nelson,2015,221,3/29/2019
Agriculture,Tasman/Nelson,2016,237,8/14/2018
Agriculture,Tasman/Nelson,2017,331,9/17/2018
"Forestry, Fishing, and Mining",Tasman/Nelson,2000,199,9/13/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2001,198,10/1/2018
"Forestry, Fishing, and Mining",Tasman/Nelson,2002,188,10/24/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2003,167,6/22/2017
"Forestry, Fishing, and Mining",Tasman/Nelson,2004,174,1/3/2017
"Forestry, Fishing, and Mining",Tasman/Nelson,2005,167,4/5/2018
"Forestry, Fishing, and Mining",Tasman/Nelson,2006,158,10/30/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2007,158,4/23/2018
"Forestry, Fishing, and Mining",Tasman/Nelson,2008,153,11/19/2018
"Forestry, Fishing, and Mining",Tasman/Nelson,2009,146,9/14/2017
"Forestry, Fishing, and Mining",Tasman/Nelson,2010,157,9/26/2016
"Forestry, Fishing, and Mining",Tasman/Nelson,2011,154,3/13/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2012,148,3/8/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2013,149,7/22/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2014,181,12/4/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2015,195,7/23/2019
"Forestry, Fishing, and Mining",Tasman/Nelson,2016,219,5/5/2016
"Forestry, Fishing, and Mining",Tasman/Nelson,2017,247,7/10/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2000,230,10/17/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2001,223,8/29/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2002,224,11/27/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2003,205,11/24/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2004,216,7/30/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2005,213,6/26/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2006,199,10/2/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2007,229,5/9/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2008,230,8/10/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2009,227,6/28/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2010,229,8/13/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2011,247,8/27/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2012,224,4/13/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2013,238,11/29/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2014,277,9/18/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2015,296,9/27/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2016,313,8/7/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Tasman/Nelson,2017,323,4/24/2018
Primary Manufacturing,Tasman/Nelson,2000,274,5/10/2016
Primary Manufacturing,Tasman/Nelson,2001,332,6/25/2019
Primary Manufacturing,Tasman/Nelson,2002,345,8/9/2018
Primary Manufacturing,Tasman/Nelson,2003,333,9/6/2017
Primary Manufacturing,Tasman/Nelson,2004,303,1/23/2017
Primary Manufacturing,Tasman/Nelson,2005,310,4/4/2017
Primary Manufacturing,Tasman/Nelson,2006,278,11/7/2016
Primary Manufacturing,Tasman/Nelson,2007,366,1/10/2019
Primary Manufacturing,Tasman/Nelson,2008,360,4/30/2019
Primary Manufacturing,Tasman/Nelson,2009,339,3/5/2018
Primary Manufacturing,Tasman/Nelson,2010,350,12/23/2019
Primary Manufacturing,Tasman/Nelson,2011,398,12/11/2019
Primary Manufacturing,Tasman/Nelson,2012,423,12/8/2017
Primary Manufacturing,Tasman/Nelson,2013,393,2/3/2017
Primary Manufacturing,Tasman/Nelson,2014,401,5/22/2019
Primary Manufacturing,Tasman/Nelson,2015,424,11/6/2017
Primary Manufacturing,Tasman/Nelson,2016,478,1/22/2019
Primary Manufacturing,Tasman/Nelson,2017,477,6/12/2018
Other Manufacturing,Tasman/Nelson,2000,71,8/2/2017
Other Manufacturing,Tasman/Nelson,2001,60,6/1/2017
Other Manufacturing,Tasman/Nelson,2002,74,2/22/2019
Other Manufacturing,Tasman/Nelson,2003,76,11/6/2017
Other Manufacturing,Tasman/Nelson,2004,85,6/25/2019
Other Manufacturing,Tasman/Nelson,2005,92,1/16/2018
Other Manufacturing,Tasman/Nelson,2006,94,11/28/2018
Other Manufacturing,Tasman/Nelson,2007,76,4/6/2017
Other Manufacturing,Tasman/Nelson,2008,89,6/25/2019
Other Manufacturing,Tasman/Nelson,2009,84,9/5/2019
Other Manufacturing,Tasman/Nelson,2010,100,6/17/2019
Other Manufacturing,Tasman/Nelson,2011,100,11/26/2019
Other Manufacturing,Tasman/Nelson,2012,96,7/24/2017
Other Manufacturing,Tasman/Nelson,2013,88,11/7/2019
Other Manufacturing,Tasman/Nelson,2014,106,1/16/2018
Other Manufacturing,Tasman/Nelson,2015,99,1/30/2018
Other Manufacturing,Tasman/Nelson,2016,115,8/23/2016
Other Manufacturing,Tasman/Nelson,2017,147,12/4/2018
Manufacturing,Tasman/Nelson,2000,345,12/4/2018
Manufacturing,Tasman/Nelson,2001,393,3/30/2019
Manufacturing,Tasman/Nelson,2002,419,8/2/2019
Manufacturing,Tasman/Nelson,2003,408,6/26/2017
Manufacturing,Tasman/Nelson,2004,388,8/18/2016
Manufacturing,Tasman/Nelson,2005,401,3/21/2018
Manufacturing,Tasman/Nelson,2006,372,6/28/2017
Manufacturing,Tasman/Nelson,2007,441,10/30/2017
Manufacturing,Tasman/Nelson,2008,449,5/13/2019
Manufacturing,Tasman/Nelson,2009,424,3/25/2019
Manufacturing,Tasman/Nelson,2010,449,11/1/2017
Manufacturing,Tasman/Nelson,2011,498,7/23/2019
Manufacturing,Tasman/Nelson,2012,518,7/1/2017
Manufacturing,Tasman/Nelson,2013,481,7/7/2016
Manufacturing,Tasman/Nelson,2014,507,12/18/2017
Manufacturing,Tasman/Nelson,2015,523,2/11/2019
Manufacturing,Tasman/Nelson,2016,593,2/15/2018
Manufacturing,Tasman/Nelson,2017,624,3/13/2018
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2000,31,1/31/2018
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2001,25,3/30/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2002,36,12/28/2018
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2003,38,4/16/2018
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2004,42,8/29/2017
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2005,46,7/7/2017
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2006,41,7/2/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2007,71,6/3/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2008,76,3/27/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2009,81,8/20/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2010,72,2/1/2017
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2011,93,9/12/2018
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2012,77,3/5/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2013,89,2/11/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2014,97,6/30/2016
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2015,101,1/23/2018
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2016,94,10/17/2019
"Electricity, Gas, Water, and Waste services",Tasman/Nelson,2017,76,1/25/2018
Construction,Tasman/Nelson,2000,108,5/10/2019
Construction,Tasman/Nelson,2001,110,10/28/2019
Construction,Tasman/Nelson,2002,127,10/23/2019
Construction,Tasman/Nelson,2003,145,5/19/2016
Construction,Tasman/Nelson,2004,162,11/15/2017
Construction,Tasman/Nelson,2005,222,9/7/2018
Construction,Tasman/Nelson,2006,178,10/2/2019
Construction,Tasman/Nelson,2007,199,10/31/2019
Construction,Tasman/Nelson,2008,226,9/5/2019
Construction,Tasman/Nelson,2009,233,9/7/2018
Construction,Tasman/Nelson,2010,242,10/2/2019
Construction,Tasman/Nelson,2011,240,7/25/2019
Construction,Tasman/Nelson,2012,224,4/28/2017
Construction,Tasman/Nelson,2013,250,11/2/2019
Construction,Tasman/Nelson,2014,257,7/3/2017
Construction,Tasman/Nelson,2015,267,11/1/2016
Construction,Tasman/Nelson,2016,289,2/8/2018
Construction,Tasman/Nelson,2017,317,11/9/2016
Wholesale Trade,Tasman/Nelson,2000,63,8/16/2017
Wholesale Trade,Tasman/Nelson,2001,74,7/26/2019
Wholesale Trade,Tasman/Nelson,2002,82,9/20/2019
Wholesale Trade,Tasman/Nelson,2003,73,2/28/2018
Wholesale Trade,Tasman/Nelson,2004,81,10/10/2018
Wholesale Trade,Tasman/Nelson,2005,86,6/19/2018
Wholesale Trade,Tasman/Nelson,2006,80,9/19/2018
Wholesale Trade,Tasman/Nelson,2007,86,2/13/2019
Wholesale Trade,Tasman/Nelson,2008,94,6/29/2017
Wholesale Trade,Tasman/Nelson,2009,102,6/1/2017
Wholesale Trade,Tasman/Nelson,2010,100,12/23/2016
Wholesale Trade,Tasman/Nelson,2011,107,3/29/2018
